idx,filename,subclass,intervals,question
8890,520752.mp3,Distant Sounds,[18.08-24.25],During which time periods is the event 'distant sounds' audible?
8891,520752.mp3,Traffic Noise,[2.89-4.29],Identify the time periods containing occurrences of the audio event 'traffic noise'.
8892,520752.mp3,Vehicle engine,"[0.00-2.81, 4.33-12.79]",Show the time intervals in which the event 'vehicle engine' is active.
8893,52076.mp3,Siren,[0.00-19.89],Provide all time ranges where the 'siren' sound is present.
8894,520767.mp3,Bird Chirp,[0.00-22.31],What time ranges correspond to occurrences of the audio event 'bird chirp'?
8895,520767.mp3,Raining,[0.00-22.31],What time segments include the sound 'raining'?
8896,520906.mp3,Hammer,"[0.44-0.89, 6.23-6.68, 9.11-12.81, 14.74-18.52]",What time segments include the 'hammer' sound?
8897,520906.mp3,Jackhammer,"[0.88-11.26, 12.74-17.43]",List every time segment where the sound 'jackhammer' is present.
8898,520906.mp3,Thud,"[0.39-0.73, 11.50-12.68, 17.63-18.51]",In which time segments does the sound 'thud' happen?
8899,520906.mp3,Water Dripping,[2.44-3.36],What are the time periods when sound type 'water dripping' takes place?
8900,520972.mp3,Bird Chirp,"[0.26-1.32, 6.65-10.36, 16.43-17.16]",During which intervals can the sound 'bird chirp' be heard?
8901,520972.mp3,Stream_River,"[0.26-1.32, 6.65-10.36, 16.43-17.16]",List all time intervals during which sound type 'stream_river' appears.
8902,521027.mp3,Bell Ringing,[0.00-29.49],What are the time periods when the event 'bell ringing' takes place?
8903,521027.mp3,Car driving by,[13.08-27.25],Provide the time segments in which the 'car driving by' sound occurs.
8904,521027.mp3,Cowbell Ringing,"[0.11-2.26, 2.80-7.77, 9.87-10.23, 11.58-13.86, 14.59-17.41, 18.96-22.06, 25.00-26.89, 29.01-29.49]",Specify the time ranges in which the 'cowbell ringing' sound is detected.
8905,521027.mp3,Wind,"[0.67-5.12, 25.37-29.49]",What time intervals does the event 'wind' occur in?
8906,521082.mp3,Singing,[0.00-20.93],List all time intervals during which sound type 'singing' appears.
8907,521096.mp3,Dog Barking,[15.98-20.19],What time ranges contain occurrences of the event 'dog barking'?
8908,521096.mp3,Thunder,[0.00-26.99],Identify the time periods containing occurrences of the event 'thunder'.
8909,521213.mp3,Washing Machine,[0.00-16.43],Specify the time ranges in which the sound 'washing machine' is detected.
8910,521312.mp3,Atmospheric Sounds,[11.61-13.76],Identify every interval in which the audio event 'atmospheric sounds' takes place.
8911,521312.mp3,Clock Ticking,[0.00-17.74],In which time segments does the sound 'clock ticking' happen?
8912,521312.mp3,Human Speech,[9.71-10.81],Provide all time ranges where the audio event 'human speech' is present.
8913,521336.mp3,Bird Chirp,[0.07-19.27],What are the time periods when sound type 'bird chirp' takes place?
8914,521336.mp3,Stream_River,[0.02-19.27],Show the time intervals in which the event 'stream_river' is active.
8915,521365.mp3,Bird Chirp,[0.00-19.80],In which time segments does the audio event 'bird chirp' happen?
8916,521365.mp3,Helicopter sound,[0.00-19.78],What time intervals does the event 'helicopter sound' occur in?
8917,521375.mp3,Raining,[0.00-19.23],What are the time periods when the audio event 'raining' takes place?
8918,521375.mp3,Thunder,[0.00-19.23],Identify the time periods containing occurrences of the sound 'thunder'.
8919,521560.mp3,Car driving by,[0.00-18.69],Provide the time segments in which sound type 'car driving by' occurs.
8920,521560.mp3,Vehicle braking,"[7.31-7.95, 8.99-10.22, 12.05-18.70]",List all time periods where the event 'vehicle braking' can be heard.
8921,521560.mp3,Vehicle engine,[3.45-4.23],During which time periods is the audio event 'vehicle engine' audible?
8922,521600.mp3,Crying,[0.00-17.64],During which intervals can sound type 'crying' be heard?
8923,521609.mp3,Rustling,[0.10-18.25],In which ranges does the audio event 'rustling' occur?
8924,521609.mp3,Wood sounds,[18.20-28.62],Identify every interval in which the audio event 'wood sounds' takes place.
8925,521766.mp3,Bird Chirp,[5.20-6.81],During which time periods is the audio event 'bird chirp' audible?
8926,521766.mp3,Wind,[0.03-20.49],What are the time periods when the 'wind' sound takes place?
8927,521767.mp3,Distant Sounds,"[0.00-1.95, 3.52-4.14, 5.62-6.42, 7.75-8.38, 9.92-10.58, 12.12-12.74, 14.31-14.93, 16.45-17.09, 18.63-19.34, 20.92-21.66, 23.46-24.09]",Provide the time segments in which the event 'distant sounds' occurs.
8928,521767.mp3,Raining,"[1.93-3.55, 4.13-5.62, 6.40-7.77, 8.38-9.92, 10.58-12.12, 12.73-14.31, 14.93-16.45, 17.09-18.65, 19.32-20.94, 21.64-23.48]",What time ranges correspond to occurrences of sound type 'raining'?
8929,521836.mp3,Wind,[0.00-17.89],List all time intervals during which the 'wind' sound appears.
8930,521891.mp3,Rattling,[6.81-19.54],What time segments include the 'rattling' sound?
8931,521891.mp3,Wind,[0.01-7.89],Provide all time ranges where the audio event 'wind' is present.
8932,522025.mp3,Raining,[10.00-16.24],In which time segments does the 'raining' sound happen?
8933,522025.mp3,Thunder,[0.00-12.67],Provide all time ranges where the 'thunder' sound is present.
8934,522119.mp3,Alarm sound,[15.15-28.53],What time intervals does the event 'alarm sound' occur in?
8935,522119.mp3,Clock Ticking,[0.04-15.13],What time intervals does the audio event 'clock ticking' occur in?
8936,522175.mp3,Dog Barking,"[12.43-14.73, 17.92-19.60]",Identify all time segments where the 'dog barking' sound takes place.
8937,522175.mp3,Rattling,[4.09-4.50],Identify the time periods containing occurrences of the sound 'rattling'.
8938,522191.mp3,Vehicle engine,"[4.87-13.57, 14.36-16.24]",Provide the time segments in which the event 'vehicle engine' occurs.
8939,522194.mp3,Atmospheric Sounds,[0.00-25.19],What time intervals does the sound 'atmospheric sounds' occur in?
8940,522194.mp3,Wind,[3.73-12.24],Specify the time ranges in which the audio event 'wind' is detected.
8941,52234.mp3,Snoring,[0.25-15.53],In which ranges does sound type 'snoring' occur?
8942,522584.mp3,Hammer,"[0.61-1.73, 3.34-12.90, 14.12-16.26, 17.46-26.07]",During which time periods is the event 'hammer' audible?
8943,522584.mp3,Jackhammer,[0.00-26.07],List all time periods where sound type 'jackhammer' can be heard.
8944,522688.mp3,Raining,[0.01-21.11],In which ranges does the 'raining' sound occur?
8945,522902.mp3,Raining,[0.00-24.17],In which ranges does sound type 'raining' occur?
8946,523154.mp3,Elevator,[0.00-24.46],During which time periods is the sound 'elevator' audible?
8947,523331.mp3,Dog Barking,[1.71-3.14],In which ranges does the audio event 'dog barking' occur?
8948,523331.mp3,Thunder,[0.00-20.97],Specify the time ranges in which the event 'thunder' is detected.
8949,523336.mp3,Wind,[0.00-29.71],Identify the time periods containing occurrences of the 'wind' sound.
8950,523337.mp3,Wind,[9.76-15.27],Show the time intervals in which the event 'wind' is active.
8951,523338.mp3,Metallic Sounds,[20.23-20.73],What time ranges correspond to occurrences of the 'metallic sounds' sound?
8952,523338.mp3,Rattling,"[0.02-2.24, 3.86-15.24]",Provide all time ranges where the event 'rattling' is present.
8953,523338.mp3,Wind,"[0.02-2.62, 3.85-15.79, 20.23-20.73]",Specify the time ranges in which the audio event 'wind' is detected.
8954,523338.mp3,Wood sounds,[16.03-17.11],What are the time periods when the sound 'wood sounds' takes place?
8955,523345.mp3,Bird Chirp,"[0.28-7.67, 10.14-10.95, 11.84-13.36, 14.92-16.41, 21.60-23.63, 26.01-26.41]",What time intervals does the sound 'bird chirp' occur in?
8956,523371.mp3,Sheep_Goat Bleat,[0.02-22.69],What time segments include sound type 'sheep_goat bleat'?
8957,523375.mp3,Helicopter sound,[0.00-21.39],Show the time intervals in which the 'helicopter sound' sound is active.
8958,523397.mp3,Raining,[0.05-17.24],What are the time periods when the 'raining' sound takes place?
8959,523398.mp3,Bird Chirp,"[0.00-2.66, 7.48-17.10]",What time ranges contain occurrences of the 'bird chirp' sound?
8960,523398.mp3,Motorcycle driving by,[1.26-12.10],In which ranges does the audio event 'motorcycle driving by' occur?
8961,523398.mp3,Vehicle engine,[0.02-17.10],Provide all time ranges where the sound 'vehicle engine' is present.
8962,523436.mp3,Bird Chirp,"[0.00-6.62, 8.92-10.29, 10.87-16.66]",Identify the time periods containing occurrences of the event 'bird chirp'.
8963,523436.mp3,Insect Buzzing,[6.58-8.28],List all time periods where the sound 'insect buzzing' can be heard.
8964,523446.mp3,Bird Chirp,"[0.00-3.70, 5.71-11.99, 12.62-18.89]",In which time segments does sound type 'bird chirp' happen?
8965,523446.mp3,Dog Barking,[3.95-5.30],What time intervals does sound type 'dog barking' occur in?
8966,523684.mp3,Raining,"[11.04-11.24, 12.66-12.86]",Specify the time ranges in which the audio event 'raining' is detected.
8967,523684.mp3,Wind,[17.26-21.79],What time ranges correspond to occurrences of the event 'wind'?
8968,523825.mp3,Distant Sounds,[0.02-22.91],Identify every interval in which the 'distant sounds' sound takes place.
8969,523896.mp3,Bird Chirp,[0.00-22.62],During which intervals can the 'bird chirp' sound be heard?
8970,52394.mp3,Siren,[1.07-24.50],List all time intervals during which the 'siren' sound appears.
8971,523961.mp3,Washing Machine,[0.00-25.58],Identify all time segments where the 'washing machine' sound takes place.
8972,524565.mp3,Stream_River,[0.00-20.87],Provide all time ranges where the sound 'stream_river' is present.
8973,524565.mp3,Water Dripping,"[0.00-0.91, 3.28-8.12, 9.23-17.09]",Identify every interval in which sound type 'water dripping' takes place.
8974,524605.mp3,Distant Sounds,[0.00-26.75],List all time intervals during which the sound 'distant sounds' appears.
8975,524605.mp3,Raining,[0.03-26.75],Provide all time ranges where the event 'raining' is present.
8976,524624.mp3,Vehicle engine,[0.00-15.56],Identify every interval in which the 'vehicle engine' sound takes place.
8977,524681.mp3,Cat Meowing,[0.00-16.72],What time ranges correspond to occurrences of the audio event 'cat meowing'?
8978,524768.mp3,Beeping,"[5.38-6.52, 14.99-16.20, 24.65-25.84]",Provide the time segments in which sound type 'beeping' occurs.
8979,524775.mp3,Laughter,[0.00-17.97],What time ranges correspond to occurrences of the event 'laughter'?
8980,524917.mp3,Fire burning,"[1.06-1.15, 10.19-10.34, 13.68-13.75, 15.32-17.34]",Specify the time ranges in which sound type 'fire burning' is detected.
8981,525211.mp3,Guitar Playing,[0.00-18.26],What time intervals does the event 'guitar playing' occur in?
8982,525212.mp3,Guitar Playing,[0.00-23.73],What time intervals does the sound 'guitar playing' occur in?
8983,525228.mp3,Crying,[0.00-27.14],What time segments include the audio event 'crying'?
8984,52607.mp3,Guitar Playing,[0.00-21.43],In which ranges does the audio event 'guitar playing' occur?
8985,52608.mp3,Guitar Playing,[0.00-24.73],During which intervals can the sound 'guitar playing' be heard?
8986,52633.mp3,Dog Barking,"[0.15-10.72, 11.67-17.70, 18.67-21.07, 22.81-28.10]",In which time segments does the 'dog barking' sound happen?
8987,527426.mp3,Human Speech,"[0.00-3.40, 4.00-9.49, 11.00-12.15, 12.67-17.60]",In which time segments does the 'human speech' sound happen?
8988,527426.mp3,Laughter,"[9.81-10.50, 18.25-18.64]",What time ranges contain occurrences of the sound 'laughter'?
8989,527428.mp3,Human Speech,"[0.00-0.56, 1.87-3.91, 4.68-5.81, 6.41-7.34, 8.29-10.26, 11.48-13.63, 15.04-16.41]",What time intervals does sound type 'human speech' occur in?
8990,527437.mp3,Airplane sound,[0.05-16.11],Give all intervals that contain sound type 'airplane sound'.
8991,527438.mp3,Alarm sound,"[4.59-8.20, 13.45-16.91]",What time segments include the sound 'alarm sound'?
8992,527438.mp3,Beeping,"[4.11-9.44, 11.66-17.50]",Provide all time ranges where the 'beeping' sound is present.
8993,527438.mp3,Coughing,[22.43-26.02],Give all intervals that contain the sound 'coughing'.
8994,527438.mp3,Door sounds,"[11.14-12.24, 15.41-16.57]",What time ranges correspond to occurrences of sound type 'door sounds'?
8995,527438.mp3,Human Speech,"[0.00-4.07, 9.50-11.05, 17.54-22.37, 23.68-26.02]",Identify every interval in which the sound 'human speech' takes place.
8996,527438.mp3,Squeaking,[11.09-11.62],What time intervals does sound type 'squeaking' occur in?
8997,527497.mp3,Raining,[0.00-27.40],Specify the time ranges in which sound type 'raining' is detected.
8998,527497.mp3,White noise,[0.03-27.40],List all time periods where the sound 'white noise' can be heard.
8999,527499.mp3,Raining,[0.00-22.30],Show the time intervals in which the 'raining' sound is active.
9000,527546.mp3,Crying,[0.00-24.02],What time segments include the 'crying' sound?
9001,527546.mp3,Human Speech,[0.00-24.02],List every time segment where sound type 'human speech' is present.
9002,527548.mp3,Human Speech,[0.00-17.53],List all time intervals during which the sound 'human speech' appears.
9003,527695.mp3,Laughter,[0.00-25.17],What time ranges contain occurrences of the 'laughter' sound?
9004,527697.mp3,Bird Chirp,"[0.24-3.06, 6.00-11.97]",Provide the time segments in which the audio event 'bird chirp' occurs.
9005,527697.mp3,Car Honking,[12.98-14.04],What time segments include the audio event 'car honking'?
9006,527697.mp3,Machine sounds,[0.00-19.63],What time ranges contain occurrences of the sound 'machine sounds'?
9007,527697.mp3,Siren,[3.27-19.63],Identify the time periods containing occurrences of the event 'siren'.
9008,52779.mp3,Bird Chirp,[0.72-22.30],In which ranges does the audio event 'bird chirp' occur?
9009,52779.mp3,Helicopter sound,[0.00-22.30],Provide all time ranges where the sound 'helicopter sound' is present.
9010,527809.mp3,Stream_River,[0.02-19.73],What are the time periods when the event 'stream_river' takes place?
9011,527811.mp3,Monotone Sounds,[0.05-28.98],What time ranges contain occurrences of the event 'monotone sounds'?
9012,527811.mp3,Wind,[0.02-28.98],During which intervals can the event 'wind' be heard?
9013,527816.mp3,Stream_River,[0.00-19.17],List every time segment where the audio event 'stream_river' is present.
9014,527839.mp3,Thunder,[0.02-15.86],List all time intervals during which the audio event 'thunder' appears.
9015,527999.mp3,Bird Chirp,[0.02-18.84],Show the time intervals in which the 'bird chirp' sound is active.
9016,528002.mp3,Traffic Noise,[0.00-19.40],List all time periods where the sound 'traffic noise' can be heard.
9017,528179.mp3,Dog Barking,[0.00-24.12],Identify the time periods containing occurrences of the 'dog barking' sound.
9018,528179.mp3,Fire burning,"[9.81-12.93, 17.25-22.96]",List every time segment where the audio event 'fire burning' is present.
9019,528179.mp3,Grinding,"[1.54-4.56, 5.69-6.62, 13.57-16.56]",Provide all time ranges where the event 'grinding' is present.
9020,528179.mp3,Wood sounds,[0.95-1.23],In which time segments does the sound 'wood sounds' happen?
9021,528275.mp3,Beeping,[18.41-20.98],List every time segment where sound type 'beeping' is present.
9022,528275.mp3,Traffic Noise,[0.00-24.56],During which time periods is the sound 'traffic noise' audible?
9023,528279.mp3,Distant Sounds,[1.25-23.28],Provide the time segments in which sound type 'distant sounds' occurs.
9024,528284.mp3,Dog Barking,"[0.63-4.75, 6.30-8.74, 10.30-10.96, 13.86-15.78]",During which intervals can the 'dog barking' sound be heard?
9025,528542.mp3,Grinding,[0.03-20.01],In which time segments does the event 'grinding' happen?
9026,528542.mp3,Helicopter sound,[0.03-20.01],Specify the time ranges in which the 'helicopter sound' sound is detected.
9027,528542.mp3,Vehicle engine,[0.03-20.01],What are the time periods when the sound 'vehicle engine' takes place?
9028,528562.mp3,Car driving by,[0.74-16.91],Give all intervals that contain the 'car driving by' sound.
9029,528662.mp3,Fire burning,[0.00-15.27],What time ranges correspond to occurrences of the audio event 'fire burning'?
9030,528734.mp3,Car driving by,[15.44-22.30],List all time periods where the sound 'car driving by' can be heard.
9031,528734.mp3,Vehicle engine,"[0.02-15.37, 22.37-27.16]",Specify the time ranges in which the event 'vehicle engine' is detected.
9032,528736.mp3,Car driving by,[14.46-20.98],Give all intervals that contain the 'car driving by' sound.
9033,528736.mp3,Dog Barking,[0.00-20.98],In which ranges does the sound 'dog barking' occur?
9034,528737.mp3,Dog Barking,"[0.00-16.74, 18.72-29.51]",Provide all time ranges where the sound 'dog barking' is present.
9035,528801.mp3,Guitar Playing,[0.00-27.55],What are the time periods when sound type 'guitar playing' takes place?
9036,528942.mp3,Footsteps,[0.00-23.48],During which time periods is the event 'footsteps' audible?
9037,528942.mp3,Wind,[0.00-23.48],In which ranges does the audio event 'wind' occur?
9038,528952.mp3,Footsteps,[0.00-17.96],List all time periods where the event 'footsteps' can be heard.
9039,529222.mp3,Car Honking,[25.97-29.49],What time segments include the sound 'car honking'?
9040,529222.mp3,Car driving by,"[0.40-1.91, 4.98-5.87, 9.49-10.94, 15.49-16.81, 20.36-21.45]",List all time periods where the sound 'car driving by' can be heard.
9041,529303.mp3,Piano Playing,"[0.97-8.70, 9.52-21.26]",Provide all time ranges where the sound 'piano playing' is present.
9042,529304.mp3,Piano Playing,[0.00-15.28],During which time periods is the sound 'piano playing' audible?
9043,529440.mp3,Bird Chirp,[0.00-18.19],What time intervals does sound type 'bird chirp' occur in?
9044,529471.mp3,Bird Chirp,"[0.00-13.86, 18.12-20.14]",Give all intervals that contain the audio event 'bird chirp'.
9045,529602.mp3,Sheep_Goat Bleat,"[0.20-1.71, 4.76-6.77, 8.99-10.62, 14.49-16.34, 17.49-18.71]",Give all intervals that contain the sound 'sheep_goat bleat'.
9046,529668.mp3,Bell Ringing,"[0.00-5.22, 5.89-23.27]",Identify every interval in which sound type 'bell ringing' takes place.
9047,529668.mp3,Bird Chirp,[10.31-12.25],List every time segment where the audio event 'bird chirp' is present.
9048,529668.mp3,Car Honking,[6.17-8.79],List all time intervals during which the 'car honking' sound appears.
9049,529668.mp3,Car driving by,[14.35-20.10],Give all intervals that contain the event 'car driving by'.
9050,529668.mp3,Vehicle Horn Honk,"[2.27-4.63, 14.99-15.65]",What time ranges correspond to occurrences of the sound 'vehicle horn honk'?
9051,529694.mp3,Cheering,[0.38-11.87],What are the time periods when the audio event 'cheering' takes place?
9052,529694.mp3,Guitar Playing,[0.00-0.38],What time intervals does sound type 'guitar playing' occur in?
9053,529694.mp3,Laughter,[11.87-15.61],Provide the time segments in which the event 'laughter' occurs.
9054,529723.mp3,Drums,[0.06-28.38],Identify the time periods containing occurrences of the 'drums' sound.
9055,529826.mp3,Atmospheric Sounds,[0.00-18.53],What time ranges contain occurrences of the 'atmospheric sounds' sound?
9056,529826.mp3,Bird Chirp,[2.08-15.80],Give all intervals that contain sound type 'bird chirp'.
9057,529826.mp3,Stream_River,[0.02-18.53],Provide the time segments in which sound type 'stream_river' occurs.
9058,529872.mp3,Bird Chirp,"[0.00-0.99, 1.87-2.25, 3.16-9.30, 10.20-17.95, 19.09-26.89, 27.71-29.33]",During which intervals can the 'bird chirp' sound be heard?
9059,529872.mp3,Rooster Crow,"[1.03-1.94, 9.21-10.10, 18.00-19.05, 26.94-27.82]",Show the time intervals in which the audio event 'rooster crow' is active.
9060,530124.mp3,Cat Meowing,[0.26-26.94],Specify the time ranges in which the audio event 'cat meowing' is detected.
9061,530125.mp3,Cat Meowing,[0.00-21.09],In which ranges does the audio event 'cat meowing' occur?
9062,530143.mp3,Bird Chirp,"[0.00-4.08, 10.64-15.80, 22.27-25.14]",Identify the time periods containing occurrences of the audio event 'bird chirp'.
9063,530143.mp3,Vehicle Horn Honk,[5.54-8.32],Specify the time ranges in which sound type 'vehicle horn honk' is detected.
9064,530148.mp3,Bird Chirp,[0.02-23.42],Give all intervals that contain the sound 'bird chirp'.
9065,530148.mp3,Squeaking,"[0.76-1.32, 2.63-5.74, 6.76-8.02, 10.77-12.09, 12.61-15.04, 15.96-23.42]",Specify the time ranges in which the audio event 'squeaking' is detected.
9066,530148.mp3,White noise,[0.02-23.42],Provide the time segments in which the 'white noise' sound occurs.
9067,530148.mp3,Wood sounds,[0.10-0.38],List all time periods where the sound 'wood sounds' can be heard.
9068,530168.mp3,Stream_River,[0.00-16.11],What time ranges contain occurrences of the event 'stream_river'?
9069,530216.mp3,Hammer,"[0.06-3.23, 3.84-8.16, 8.74-23.92]",What time ranges contain occurrences of sound type 'hammer'?
9070,530423.mp3,Violin Playing,[0.00-28.56],Show the time intervals in which the audio event 'violin playing' is active.
9071,530441.mp3,Thunder,[0.00-28.48],What time ranges correspond to occurrences of the audio event 'thunder'?
9072,530465.mp3,Vacuum Cleaner,[0.00-17.89],During which time periods is the sound 'vacuum cleaner' audible?
9073,530566.mp3,Human Speech,[23.47-24.42],What time ranges contain occurrences of the audio event 'human speech'?
9074,530566.mp3,Machine sounds,[19.76-21.39],What time intervals does the sound 'machine sounds' occur in?
9075,530566.mp3,Raining,[0.00-24.42],What time intervals does the audio event 'raining' occur in?
9076,530702.mp3,Machine sounds,[0.22-15.58],List every time segment where the audio event 'machine sounds' is present.
9077,530977.mp3,Piano Playing,[0.00-26.34],What are the time periods when the 'piano playing' sound takes place?
9078,530991.mp3,Machine sounds,[9.39-27.60],Give all intervals that contain the 'machine sounds' sound.
9079,530991.mp3,Vehicle engine,[0.00-9.37],What time intervals does the event 'vehicle engine' occur in?
9080,531015.mp3,Atmospheric Sounds,[8.27-14.12],List every time segment where the event 'atmospheric sounds' is present.
9081,531015.mp3,Waves,"[0.02-6.57, 16.50-19.00, 21.23-24.26]",What are the time periods when sound type 'waves' takes place?
9082,531041.mp3,Raining,[0.00-15.12],Show the time intervals in which the 'raining' sound is active.
9083,531457.mp3,Airplane sound,[5.51-20.68],Provide the time segments in which the sound 'airplane sound' occurs.
9084,531457.mp3,Clock Ticking,[0.00-20.68],List every time segment where the sound 'clock ticking' is present.
9085,531457.mp3,Raining,[0.00-20.68],Identify the time periods containing occurrences of the sound 'raining'.
9086,531457.mp3,Water Dripping,[6.76-8.12],During which time periods is the event 'water dripping' audible?
9087,531534.mp3,Bell Ringing,[0.00-29.33],Show the time intervals in which sound type 'bell ringing' is active.
9088,531534.mp3,Bird Chirp,[0.00-29.33],In which ranges does the audio event 'bird chirp' occur?
9089,531874.mp3,Bird Chirp,[0.03-29.90],Give all intervals that contain the event 'bird chirp'.
9090,531876.mp3,Stream_River,[0.10-29.67],Provide the time segments in which sound type 'stream_river' occurs.
9091,532089.mp3,Atmospheric Sounds,[0.00-18.87],What time ranges contain occurrences of the 'atmospheric sounds' sound?
9092,532089.mp3,Distant Sounds,[7.32-10.36],During which time periods is the sound 'distant sounds' audible?
9093,532089.mp3,Thunder,"[0.00-1.38, 1.94-4.04, 5.01-6.20, 10.94-18.87]",Give all intervals that contain the sound 'thunder'.
9094,532122.mp3,Bell Ringing,"[0.00-9.15, 11.41-15.86]",Specify the time ranges in which sound type 'bell ringing' is detected.
9095,532122.mp3,Distant Sounds,[9.24-11.36],List all time periods where the audio event 'distant sounds' can be heard.
9096,532147.mp3,Atmospheric Sounds,[0.00-16.11],Show the time intervals in which the sound 'atmospheric sounds' is active.
9097,532147.mp3,Bird Chirp,"[2.09-2.66, 3.86-5.33, 7.48-7.88]",Identify all time segments where the audio event 'bird chirp' takes place.
9098,532147.mp3,Wind,"[7.90-9.39, 10.14-11.16]",What time segments include the sound 'wind'?
9099,532164.mp3,Atmospheric Sounds,[7.16-7.44],Identify every interval in which the audio event 'atmospheric sounds' takes place.
9100,532164.mp3,Car driving by,[0.00-6.06],Identify all time segments where the 'car driving by' sound takes place.
9101,532164.mp3,Electronic Game,[0.00-16.76],List all time intervals during which the 'electronic game' sound appears.
9102,532164.mp3,Vehicle Horn Honk,[16.53-18.31],What time intervals does the event 'vehicle horn honk' occur in?
9103,532191.mp3,Fire burning,"[0.13-0.33, 1.05-1.48, 4.51-5.77, 6.71-7.34, 8.41-10.32, 11.28-12.66, 15.11-18.61]",Show the time intervals in which the event 'fire burning' is active.
9104,532221.mp3,Cat Meowing,[0.05-15.82],What are the time periods when the sound 'cat meowing' takes place?
9105,532236.mp3,Fire burning,[0.03-21.19],Specify the time ranges in which the event 'fire burning' is detected.
9106,532239.mp3,Bird Chirp,[12.09-17.17],Identify all time segments where the audio event 'bird chirp' takes place.
9107,532239.mp3,Fire burning,[0.04-9.49],Identify all time segments where the 'fire burning' sound takes place.
9108,532239.mp3,Rooster Crow,[9.50-12.01],Identify all time segments where the sound 'rooster crow' takes place.
9109,532443.mp3,Raining,[0.63-15.51],In which time segments does sound type 'raining' happen?
9110,532662.mp3,Waves,[0.07-26.90],In which time segments does the 'waves' sound happen?
9111,532663.mp3,Waves,[0.00-27.56],Specify the time ranges in which the sound 'waves' is detected.
9112,532664.mp3,Stream_River,[0.00-20.82],Identify all time segments where the sound 'stream_river' takes place.
9113,532700.mp3,Cat Meowing,[0.00-16.00],Show the time intervals in which the sound 'cat meowing' is active.
9114,532852.mp3,Bird Chirp,"[6.25-6.47, 7.30-8.09, 16.65-17.28]",Identify every interval in which the event 'bird chirp' takes place.
9115,532852.mp3,Rooster Crow,"[0.93-3.16, 7.11-8.78, 11.13-13.60, 15.58-19.82]",During which time periods is the audio event 'rooster crow' audible?
9116,533013.mp3,Stream_River,[0.05-27.91],Show the time intervals in which sound type 'stream_river' is active.
9117,533022.mp3,Bird Chirp,"[0.72-1.50, 3.76-4.43]",Provide the time segments in which sound type 'bird chirp' occurs.
9118,533022.mp3,Stream_River,[0.00-22.28],Provide all time ranges where the event 'stream_river' is present.
9119,533022.mp3,Waves,[0.00-22.28],Give all intervals that contain the event 'waves'.
9120,533023.mp3,Stream_River,[0.00-17.67],Give all intervals that contain sound type 'stream_river'.
9121,533023.mp3,Water Dripping,[0.00-17.67],What time ranges correspond to occurrences of the sound 'water dripping'?
9122,533425.mp3,Announcement,[0.21-7.38],What time segments include sound type 'announcement'?
9123,533425.mp3,Human Speech,"[3.04-8.82, 14.34-15.56]",Provide all time ranges where the sound 'human speech' is present.
9124,533425.mp3,Wind,[9.37-19.40],During which intervals can the sound 'wind' be heard?
9125,533428.mp3,Fire burning,[0.01-21.74],What time ranges correspond to occurrences of the sound 'fire burning'?
9126,533566.mp3,Chainsaw,"[0.05-5.67, 17.99-22.28]",What time intervals does the audio event 'chainsaw' occur in?
9127,533566.mp3,Power Saw,"[5.76-10.97, 22.31-24.85]",Specify the time ranges in which the audio event 'power saw' is detected.
9128,533566.mp3,Wood sounds,[13.67-14.08],In which ranges does the 'wood sounds' sound occur?
9129,533831.mp3,Washing Machine,[0.01-17.26],What time ranges correspond to occurrences of the audio event 'washing machine'?
9130,533869.mp3,Bell Ringing,[0.00-26.30],List every time segment where the sound 'bell ringing' is present.
9131,533869.mp3,Thud,[0.00-26.30],Provide the time segments in which the audio event 'thud' occurs.
9132,534113.mp3,Electronic Beep,[13.33-13.54],In which ranges does the sound 'electronic beep' occur?
9133,534113.mp3,Singing,[0.00-19.03],Give all intervals that contain the event 'singing'.
9134,534114.mp3,Monotone Sounds,[0.00-12.72],During which intervals can the audio event 'monotone sounds' be heard?
9135,534114.mp3,Singing,[13.91-25.84],What are the time periods when the sound 'singing' takes place?
9136,534126.mp3,Sheep_Goat Bleat,"[0.37-7.42, 8.40-9.12, 10.45-15.21, 16.09-26.92]",Show the time intervals in which the sound 'sheep_goat bleat' is active.
9137,534192.mp3,Raining,[0.00-19.49],During which intervals can the 'raining' sound be heard?
9138,534267.mp3,Bird Chirp,"[0.52-0.61, 1.34-1.88, 2.45-2.62, 3.72-4.12, 4.67-4.96, 5.85-6.75, 7.68-8.49, 10.00-10.37, 12.32-12.79, 13.45-14.81, 15.35-15.65, 17.09-17.50, 18.12-19.11, 19.71-20.56, 21.21-21.48, 22.13-23.83]",What time ranges correspond to occurrences of sound type 'bird chirp'?
9139,534267.mp3,Distant Sounds,[24.12-24.72],What are the time periods when sound type 'distant sounds' takes place?
9140,534267.mp3,Rustling,[0.03-24.72],What are the time periods when the 'rustling' sound takes place?
9141,534550.mp3,Siren,[0.00-15.92],What time intervals does the 'siren' sound occur in?
9142,53467.mp3,Airplane engine,[0.00-28.62],During which time periods is the event 'airplane engine' audible?
9143,53469.mp3,Fire burning,[0.02-23.20],Identify all time segments where the audio event 'fire burning' takes place.
9144,534789.mp3,Beeping,"[0.01-2.72, 4.37-7.42, 9.08-12.37, 13.65-16.63, 18.40-22.88]",During which intervals can the event 'beeping' be heard?
9145,534868.mp3,Atmospheric Sounds,[0.01-15.61],What time intervals does the audio event 'atmospheric sounds' occur in?
